name,wins,losses,wlr,f_year,l_year,career_duration,dfs,aces,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,hand,birthdate,country,gender,total_matches,serve_games_won,serve_game_won%,break_points_saved%,breakpoints_permatch,ace_dominance
Michael Llodra,177,206,46.214,2000,2014,15,1229.0,2894.0,28618.0,17745.0,13045.0,5578.0,4554.0,1387.0,2238.0,L,1980-05-18,FRA,male,383,3703.0,81.313,61.975,5.843,10.113
Wishaya Trongcharoenchaikul,11,7,61.111,2013,2020,8,56.0,131.0,1020.0,563.0,454.0,227.0,172.0,44.0,73.0,R,1995-04-08,THA,male,18,143.0,83.14,60.274,4.056,12.843
Leo Rolle,0,9,0.0,1970,1982,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,9,0.0,,,0.0,
Carlos Alcaraz Garfia,4,3,57.143,2020,2021,2,17.0,24.0,582.0,368.0,249.0,104.0,87.0,30.0,53.0,U,2003-05-05,ESP,male,7,64.0,73.563,56.604,7.571,4.124
Francisco Cerundolo,1,3,25.0,2019,2021,3,16.0,3.0,335.0,216.0,135.0,56.0,53.0,24.0,40.0,U,1998-08-13,ARG,male,4,37.0,69.811,60.0,10.0,0.896
Basil Wheeler,1,1,50.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,2,0.0,,,0.0,
Christo Van Rensburg,142,132,51.825,1983,1995,13,607.0,349.0,7084.0,4057.0,2892.0,1440.0,1095.0,387.0,674.0,R,1962-10-23,RSA,male,274,808.0,73.79,57.418,2.46,4.927
K Tobin,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,AUS,male,1,0.0,,,0.0,
Usman Rahim,1,0,100.0,1989,1989,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1972-09-18,PAK,male,1,0.0,,,0.0,
S Joseph,1,1,50.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GBR,male,2,0.0,,,0.0,
Walter Barahona,0,1,0.0,2001,2001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1972-02-19,GUA,male,1,0.0,,,0.0,
Sasi Kumar Mukund,0,1,0.0,2020,2020,1,4.0,5.0,71.0,41.0,29.0,13.0,10.0,8.0,11.0,R,1997-01-14,IND,male,1,7.0,70.0,72.727,11.0,7.042
Brian Marcus,1,6,14.286,1968,1974,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1947-08-30,USA,male,7,0.0,,,0.0,
Andreas Fasching,0,1,0.0,2000,2000,1,2.0,0.0,59.0,45.0,28.0,5.0,9.0,2.0,5.0,U,1981-01-01,AUT,male,1,6.0,66.667,40.0,5.0,0.0
Mauricio Estivariz,1,6,14.286,2006,2010,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1986-09-09,BOL,male,7,0.0,,,0.0,
William Higgins,14,32,30.435,1969,1974,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1942-04-02,USA,male,46,0.0,,,0.0,
David Sanchez,87,116,42.857,1997,2005,9,466.0,477.0,15156.0,9302.0,6037.0,2786.0,2274.0,942.0,1656.0,R,1978-04-20,ESP,male,203,1560.0,68.602,56.884,8.158,3.147
Dennis Foley,2,3,40.0,1968,1972,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRL,male,5,0.0,,,0.0,
Roland Russo,0,2,0.0,1971,1977,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,AUS,male,2,0.0,,,0.0,
Paolo Bertolucci,197,133,59.697,1968,1983,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1951-08-03,ITA,male,330,0.0,,,0.0,
Thomas Lynch,0,2,0.0,1972,1973,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,2,0.0,,,0.0,
Michael Brown B395,7,4,63.636,1990,2004,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1971-04-10,AUS,male,11,0.0,,,0.0,
Joseph Victorino,1,7,12.5,2002,2004,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1983-11-10,PHI,male,8,0.0,,,0.0,
Markus Eriksson,5,8,38.462,2012,2019,8,22.0,28.0,721.0,479.0,304.0,114.0,104.0,45.0,77.0,R,1989-11-29,SWE,male,13,72.0,69.231,58.442,5.923,3.883
Trevor Fancutt,1,3,25.0,1968,1974,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1934-07-14,RSA,male,4,0.0,,,0.0,
N Gillasby,0,1,0.0,1974,1974,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,,male,1,0.0,,,0.0,
David Goffin,286,184,60.851,2011,2021,11,1572.0,2487.0,35859.0,20927.0,15006.0,7555.0,5614.0,1860.0,3104.0,R,1990-12-07,BEL,male,470,4370.0,77.841,59.923,6.604,6.935
Jean Pierre Courcol,7,5,58.333,1968,1969,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1944-03-18,FRA,male,12,0.0,,,0.0,
Julien Varlet,1,7,12.5,2002,2003,2,27.0,21.0,887.0,639.0,390.0,134.0,134.0,46.0,85.0,R,1977-09-08,FRA,male,8,95.0,70.896,54.118,10.625,2.368
Jose Daher,3,10,23.077,1983,1992,10,14.0,15.0,259.0,146.0,108.0,49.0,42.0,12.0,24.0,R,1966-04-20,BRA,male,13,30.0,71.429,50.0,1.846,5.792
Grant Saacks,0,1,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,RSA,male,1,0.0,,,0.0,
Ilan Sher,1,2,33.333,1977,1983,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ISR,male,3,0.0,,,0.0,
Alexander Zalesky,0,1,0.0,1982,1982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,BOL,male,1,0.0,,,0.0,
P Rickey,0,1,0.0,1980,1980,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Andy Brothers,1,0,100.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1964-02-01,HKG,male,1,0.0,,,0.0,
Eddie Edwards,82,123,40.0,1973,1988,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1956-07-03,RSA,male,205,0.0,,,0.0,
Asif Ismail,1,3,25.0,1994,2003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1970-09-30,IND,male,4,0.0,,,0.0,
Juan Diaz,0,1,0.0,1976,1976,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,1,0.0,,,0.0,
Amani Jumatano,0,1,0.0,1982,1982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,BUR,male,1,0.0,,,0.0,
S J Parry,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GBR,male,1,0.0,,,0.0,
Simone Bolelli,122,166,42.361,2006,2019,14,391.0,1123.0,21017.0,13949.0,9628.0,3738.0,3284.0,1038.0,1727.0,R,1985-10-08,ITA,male,288,2595.0,79.019,60.104,5.997,5.343
Vadim Borisov,4,4,50.0,1976,1984,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,RUS,male,8,0.0,,,0.0,
Alaaddin Karagoz,8,9,47.059,1984,1991,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1965-04-05,TUR,male,17,0.0,,,0.0,
Mike Urbanija,0,2,0.0,2015,2017,3,4.0,2.0,67.0,38.0,21.0,9.0,11.0,1.0,8.0,R,1989-12-26,SLO,male,2,4.0,36.364,12.5,4.0,2.985
Lasith Dissanayake,1,0,100.0,1993,1993,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1975-03-11,SRI,male,1,0.0,,,0.0,
Serge Dakessian,0,1,0.0,2001,2001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1979-11-06,LIB,male,1,0.0,,,0.0,
Takao Yamamoto,0,3,0.0,1977,1978,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,3,0.0,,,0.0,
Dave Snyder,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1934-12-13,USA,male,1,0.0,,,0.0,
Dave Snyder,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Nick Gould,0,4,0.0,1994,1998,5,21.0,18.0,429.0,229.0,172.0,84.0,64.0,14.0,30.0,R,1972-07-09,GBR,male,4,48.0,75.0,46.667,7.5,4.196
Mark Meyers,2,6,25.0,1975,1977,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-12-05,USA,male,8,0.0,,,0.0,
Samuel Fumi,0,1,0.0,2002,2002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1981-09-28,GHA,male,1,0.0,,,0.0,
James Duckworth,28,57,32.941,2012,2021,10,310.0,795.0,8006.0,4508.0,3261.0,1745.0,1210.0,444.0,705.0,R,1992-01-21,AUS,male,85,949.0,78.43,62.979,8.294,9.93
Ted Hoehn,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,1,0.0,,,0.0,
Gleb Sakharov,1,3,25.0,2017,2019,3,9.0,19.0,265.0,159.0,112.0,43.0,42.0,17.0,32.0,R,1988-06-10,FRA,male,4,27.0,64.286,53.125,8.0,7.17
Fredrik Jonsson,7,27,20.588,1996,2001,6,64.0,200.0,2780.0,1638.0,1137.0,555.0,412.0,184.0,284.0,R,1977-03-28,SWE,male,34,312.0,75.728,64.789,8.353,7.194
Anis Ghorbel,0,3,0.0,2008,2011,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1989-04-24,TUN,male,3,0.0,,,0.0,
Jacco Eltingh,100,119,45.662,1989,1997,9,820.0,1498.0,17106.0,10549.0,7709.0,3125.0,2585.0,857.0,1401.0,R,1970-08-29,NED,male,219,2041.0,78.956,61.171,6.397,8.757
Laird Dunlop,0,1,0.0,1985,1985,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1962-06-28,CAN,male,1,0.0,,,0.0,
Benjamin Anzola,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Steve Rogul,0,2,0.0,1980,1980,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,2,0.0,,,0.0,
Alan Mills,0,2,0.0,1968,1969,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1935-11-06,GBR,male,2,0.0,,,0.0,
Slava Dosedel,190,176,51.913,1989,2001,13,899.0,841.0,27384.0,17987.0,11539.0,4577.0,4138.0,1622.0,2864.0,R,1970-08-14,CZE,male,366,2896.0,69.986,56.634,7.825,3.071
Gary Johnson,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Paris Gemouchidis,0,5,0.0,2006,2011,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1988-02-12,GRE,male,5,0.0,,,0.0,
Michael Kures,10,22,31.25,1981,1989,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1964-07-25,USA,male,32,0.0,,,0.0,
Gaylard Dunn,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Radovan Svetlik,0,1,0.0,1999,1999,1,5.0,0.0,52.0,31.0,16.0,4.0,8.0,9.0,15.0,R,1974-04-12,CZE,male,1,2.0,25.0,60.0,15.0,0.0
Jack Lowe,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Alex Diaz,2,2,50.0,2015,2018,4,5.0,2.0,127.0,71.0,37.0,25.0,20.0,12.0,23.0,,1997-08-02,PUR,male,4,9.0,45.0,52.174,5.75,1.575
Matteo Berrettini,79,54,59.398,2017,2021,5,273.0,1152.0,10532.0,6518.0,5062.0,2159.0,1735.0,462.0,690.0,R,1996-04-12,ITA,male,133,1507.0,86.859,66.957,5.188,10.938
Juan Francisco Barragan,0,1,0.0,1999,1999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1982-12-27,ECU,male,1,0.0,,,0.0,
Armin Sandbichler,0,1,0.0,2006,2006,1,2.0,0.0,53.0,36.0,19.0,9.0,9.0,1.0,4.0,L,1985-01-22,AUT,male,1,6.0,66.667,25.0,4.0,0.0
Jimmy Wang,36,48,42.857,2001,2015,15,146.0,232.0,5472.0,3378.0,2199.0,1049.0,825.0,358.0,597.0,R,1985-02-08,TPE,male,84,586.0,71.03,59.966,7.107,4.24
Fouad Kamel Boudjemline,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1953-05-20,ALG,male,1,0.0,,,0.0,
Santiago Gonzalez,9,11,45.0,2003,2012,10,30.0,27.0,586.0,349.0,238.0,95.0,91.0,35.0,68.0,R,1983-02-24,MEX,male,20,58.0,63.736,51.471,3.4,4.608
Philipp Petzschner,89,107,45.408,2003,2014,12,599.0,1378.0,15402.0,8537.0,6320.0,3421.0,2404.0,734.0,1253.0,R,1984-03-24,GER,male,196,1885.0,78.411,58.579,6.393,8.947
Jahanbakhsh Souri,2,0,100.0,1995,1995,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1965-03-22,IRI,male,2,0.0,,,0.0,
Marco Seruca,0,2,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,POR,male,2,0.0,,,0.0,
Jiu Hua Zhang,6,3,66.667,1989,1993,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1969-05-14,CHN,male,9,0.0,,,0.0,
John Gardner,5,11,31.25,1968,1972,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,16,0.0,,,0.0,
Juan Carlos Baguena,3,17,15.0,1986,1992,7,5.0,3.0,159.0,85.0,52.0,35.0,24.0,9.0,19.0,R,1967-01-07,ESP,male,20,14.0,58.333,47.368,0.95,1.887
Laslo Djere,53,59,47.321,2013,2021,9,377.0,541.0,8918.0,5358.0,3743.0,1777.0,1377.0,480.0,810.0,R,1995-06-02,SRB,male,112,1047.0,76.035,59.259,7.232,6.066
Ikbel Hanachi,0,1,0.0,1982,1982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1963-01-28,TUN,male,1,0.0,,,0.0,
Matteo Trevisan,0,1,0.0,2015,2015,1,4.0,1.0,87.0,55.0,35.0,14.0,14.0,2.0,7.0,R,1989-08-13,ITA,male,1,9.0,64.286,28.571,7.0,1.149
Anthony Navarrosa,0,1,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1969-11-01,PHI,male,1,0.0,,,0.0,
Isaac Tetteh Quaye,1,0,100.0,1996,1996,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1973-10-11,GHA,male,1,0.0,,,0.0,
Amro Ghoneim,12,20,37.5,1991,2003,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1974-03-18,EGY,male,32,0.0,,,0.0,
Pekka Petersen Dyggve,2,0,100.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1943-09-28,FIN,male,2,0.0,,,0.0,
Marzio Martelli,18,30,37.5,1996,2001,6,205.0,334.0,3873.0,1914.0,1450.0,874.0,549.0,227.0,371.0,R,1971-12-14,ITA,male,48,405.0,73.77,61.186,7.729,8.624
Harry Sheridan,2,4,33.333,1968,1972,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRL,male,6,0.0,,,0.0,
Igor Chaldounov,0,1,0.0,2006,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1975-01-19,KAZ,male,1,0.0,,,0.0,
Thomas Oger,3,2,60.0,2010,2012,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1980-03-22,MON,male,5,0.0,,,0.0,
Peter Soeters,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Fritz Kolbinger,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,AUT,male,1,0.0,,,0.0,
Ivan Endara,5,10,33.333,2008,2018,11,6.0,21.0,254.0,164.0,120.0,41.0,39.0,10.0,17.0,U,1988-03-04,ECU,male,15,32.0,82.051,58.824,1.133,8.268
Yordan Kanev,1,4,20.0,2004,2007,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1984-05-31,BUL,male,5,0.0,,,0.0,
Faisal Aidil,1,0,100.0,2006,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1988-07-24,INA,male,1,0.0,,,0.0,
Vladyslav Manafov,1,2,33.333,2012,2015,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1993-04-22,UKR,male,3,0.0,,,0.0,
Sascha Nensel,0,2,0.0,1992,1992,1,11.0,6.0,145.0,83.0,52.0,22.0,23.0,8.0,20.0,R,1970-05-09,GER,male,2,11.0,47.826,40.0,10.0,4.138
Ken Rosewall,384,114,77.108,1968,1980,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1934-11-02,AUS,male,498,0.0,,,0.0,
Tony Dawson,1,4,20.0,1968,1975,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,5,0.0,,,0.0,
Konstantinos Mikos,0,2,0.0,2008,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1992-02-02,GRE,male,2,0.0,,,0.0,
Jan Zabrodsky,0,9,0.0,1971,1976,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,SWE,male,9,0.0,,,0.0,
Dmitri Tomashevich,12,11,52.174,1995,2001,7,10.0,9.0,227.0,116.0,60.0,48.0,37.0,12.0,34.0,R,1974-03-06,UZB,male,23,15.0,40.541,35.294,1.478,3.965
Sherif Sabry,5,10,33.333,2006,2012,7,1.0,1.0,90.0,47.0,28.0,21.0,14.0,5.0,12.0,U,1986-08-29,EGY,male,15,7.0,50.0,41.667,0.8,1.111
Adrian Clarke,0,5,0.0,1982,1990,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1956-07-12,BAR,male,5,0.0,,,0.0,
Bob Borella,1,1,50.0,2000,2000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1980-06-27,DEN,male,2,0.0,,,0.0,
Carlos Alberto Fernandes,0,2,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BRA,male,2,0.0,,,0.0,
Frank Moser,0,2,0.0,2003,2006,4,8.0,11.0,168.0,90.0,65.0,26.0,24.0,7.0,15.0,R,1976-09-23,GER,male,2,16.0,66.667,46.667,7.5,6.548
Jay Clarke,2,6,25.0,2018,2019,2,36.0,40.0,713.0,373.0,267.0,180.0,109.0,41.0,66.0,R,1998-07-27,GBR,male,8,84.0,77.064,62.121,8.25,5.61
Giorgio Galimberti,9,18,33.333,1994,2006,13,112.0,60.0,2101.0,1194.0,762.0,416.0,306.0,133.0,235.0,R,1976-09-05,ITA,male,27,204.0,66.667,56.596,8.704,2.856
Milan Holecek,96,128,42.857,1968,1976,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1943-10-23,CZE,male,224,0.0,,,0.0,
Milan Holecek,96,128,42.857,1968,1976,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,CZE,male,224,0.0,,,0.0,
Salvatore Caruso,17,27,38.636,2016,2021,6,132.0,162.0,3750.0,2246.0,1491.0,736.0,564.0,231.0,386.0,R,1992-12-15,ITA,male,44,409.0,72.518,59.845,8.773,4.32
Rob Cheyne,1,1,50.0,2003,2003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1976-10-20,NZL,male,2,0.0,,,0.0,
Salvador Andres Bolanos,0,1,0.0,2014,2014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1998-06-10,ESA,male,1,0.0,,,0.0,
Dusan Prchlik,0,1,0.0,1994,1994,1,3.0,0.0,58.0,43.0,25.0,5.0,8.0,5.0,9.0,R,,CZE,male,1,4.0,50.0,55.556,9.0,0.0
James Sekulov,6,16,27.273,1995,2000,6,80.0,48.0,1667.0,949.0,609.0,334.0,253.0,104.0,189.0,R,1976-10-13,AUS,male,22,168.0,66.403,55.026,8.591,2.879
Reed Cordish,0,1,0.0,1997,1997,1,11.0,1.0,96.0,59.0,35.0,16.0,13.0,8.0,14.0,L,1974-06-18,USA,male,1,7.0,53.846,57.143,14.0,1.042
Sombat Uamongkol,7,11,38.889,1981,1986,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,THA,male,18,0.0,,,0.0,
Agustin Calleri,205,181,53.109,1999,2009,11,1283.0,2573.0,28676.0,15844.0,11791.0,6413.0,4488.0,1460.0,2408.0,R,1976-09-14,ARG,male,386,3540.0,78.877,60.631,6.238,8.973
Suwandi Suwandi,23,26,46.939,1993,2006,14,7.0,13.0,399.0,250.0,157.0,63.0,53.0,37.0,57.0,R,1976-08-21,INA,male,49,33.0,62.264,64.912,1.163,3.258
Antoine Beugre,1,3,25.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1966-12-30,CIV,male,4,0.0,,,0.0,
Francisco Mastelli,0,7,0.0,1973,1976,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ARG,male,7,0.0,,,0.0,
Francisco Mastelli,0,7,0.0,1973,1976,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1952-03-30,UNK,male,7,0.0,,,0.0,
Glenn Wilson,1,1,50.0,1994,1997,4,4.0,3.0,65.0,39.0,21.0,11.0,9.0,5.0,10.0,R,1967-08-18,NZL,male,2,4.0,44.444,50.0,5.0,4.615
Selvarajoo Selvarajoo,0,3,0.0,1984,1985,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,MAS,male,3,0.0,,,0.0,
Segun Akinloye,0,2,0.0,1990,1990,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1968-12-29,NGR,male,2,0.0,,,0.0,
Khalid Outaleb,9,3,75.0,1988,1990,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1963-04-27,MAR,male,12,0.0,,,0.0,
Sebastian Decoud,4,4,50.0,2008,2011,4,18.0,26.0,646.0,450.0,292.0,87.0,97.0,44.0,73.0,L,1981-09-18,ARG,male,8,68.0,70.103,60.274,9.125,4.025
Mario Obando,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,CRC,male,1,0.0,,,0.0,
Ofer Sela,1,4,20.0,1991,1995,5,14.0,21.0,314.0,175.0,117.0,63.0,50.0,18.0,35.0,R,1972-07-22,ISR,male,5,33.0,66.0,51.429,7.0,6.688
Sivagnanam Suresh,0,3,0.0,1974,1980,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,SRI,male,3,0.0,,,0.0,
Josef Brabenec,2,1,66.667,1979,1981,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1957-04-24,CAN,male,3,0.0,,,0.0,
Quang Huy Ngo,0,1,0.0,2014,2014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1984-03-10,VIE,male,1,0.0,,,0.0,
David Witt,15,22,40.541,1990,1998,9,168.0,278.0,2930.0,1517.0,1140.0,647.0,444.0,162.0,270.0,R,1973-06-02,USA,male,37,336.0,75.676,60.0,7.297,9.488
Benjamin Lock,8,2,80.0,2015,2020,6,3.0,14.0,210.0,137.0,90.0,36.0,33.0,12.0,22.0,R,1993-03-04,ZIM,male,10,23.0,69.697,54.545,2.2,6.667
Gary Penberthy,1,2,33.333,1968,1980,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,3,0.0,,,0.0,
Helmut Fickentscher,0,3,0.0,1971,1974,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GER,male,3,0.0,,,0.0,
Joji Miyao,0,2,0.0,2000,2002,3,7.0,0.0,40.0,18.0,7.0,5.0,6.0,3.0,9.0,U,1981-06-15,JPN,male,2,0.0,0.0,33.333,4.5,0.0
Luiz Mattar,169,159,51.524,1986,1995,10,319.0,827.0,11620.0,6656.0,4631.0,2529.0,1767.0,671.0,1100.0,R,1963-08-18,BRA,male,328,1338.0,75.722,61.0,3.354,7.117
Nam Ju Bae,0,2,0.0,1990,1990,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1965-12-05,KOR,male,2,0.0,,,0.0,
John Antonas,1,7,12.5,1975,1989,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,BAH,male,8,0.0,,,0.0,
Kasparas Zemaitelis,0,1,0.0,2013,2013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1995-10-05,LTU,male,1,0.0,,,0.0,
Gerardo Miceli,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ARG,male,1,0.0,,,0.0,
Tom Cain,35,50,41.176,1980,1986,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1958-10-11,USA,male,85,0.0,,,0.0,
Mitchell Krueger,3,9,25.0,2014,2020,7,32.0,62.0,974.0,584.0,378.0,187.0,150.0,55.0,103.0,R,1994-01-12,USA,male,12,102.0,68.0,53.398,8.583,6.366
Buff Farrow,2,4,33.333,1988,1993,6,8.0,17.0,354.0,181.0,129.0,86.0,53.0,31.0,45.0,R,1967-05-28,USA,male,6,39.0,73.585,68.889,7.5,4.802
Kepler Orellana,6,6,50.0,1998,2004,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1977-10-08,VEN,male,12,0.0,,,0.0,
Nicolas Kelaidis,4,18,18.182,1972,1981,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1949-10-29,GRE,male,22,0.0,,,0.0,
